Title,Abstract,Journal,Language,Year,Month
Upper limb anomalies and renal disease.,Two brothers with upper limb and renal anomalies have been identified. Their upper limb abnormalities were characterized by absence and hypoplasia of various bones; their renal anomalies included crossed-fused ectopia and vesico-ureteral reflux. Both suffered from chronic kidney failure secondary to reflux nephropathy. An autosomal or sex-linked mode of inheritance seems likely.,Clinical genetics,eng,1980,2.0
Crossed renal ectopia without fusion: case report with angiographic study.,No Abstract,The British journal of surgery,eng,1980,2.0
Renal mass in crossed-fused ectopia.,No Abstract,The Journal of urology,eng,1980,2.0
Association of crossed fused renal ectopia and multicystic kidney.,"A male newborn presented with mild azotemia, an abdominal mass and non-visualized right kidney on excretory urography. Evaluation, including ultrasound and surgical exploration, revealed the simultaneous occurence of crossed fused renal ectopia and multicystic kidney.",The Journal of urology,eng,1979,12.0
Crossed renal ectopia.,No Abstract,Indian pediatrics,eng,1979,2.0
"Crossed, non-fused renal ectopia and ipsilateral ureteral carcinoma. A case report.","A man with crossed, non-fused renal ectopia had carcinoma of the distal ureter, leading to hydro-ureter, hydronephrosis and urinary infection. Crossed ectopic kidneys are more disease-prone than are normal kidneys. Complicating disorders are discussed, the value of thorough urologic investigation is stressed and the incidence of tumour of the upper urinary tract in crossed renal ectopia without fusion is reviewed.",Scandinavian journal of urology and nephrology,eng,1979,
Crossed fused renal ectopia.,An unusual form of crossed renal ectopia is presented. Both kidneys are at the same level on the same side with fusion throughout their entire lengths.,Urology,eng,1979,1.0
Renal displacement simulating crossed renal ectopia.,"Displacement of the right kidney, simulating crossed renal ectopia, was associated with massive obesity and a ventral hernia.",Journal of the Canadian Association of Radiologists,eng,1978,12.0
"Probable endometrial carcinoma of the prostate, crossed renal ectopia and dermatomyositis in a 32-year-old man.","An unusual type of prostatic carcinoma associated with crossed renal ectopia and dermatomyositis is reported in a young man. Infiltration by an epithelial tumor filled the enlarged prostate with soft papillary masses. Cystoprostatectomy and removal of a single large pelvic lymph node metastasis were done. Histologically, the tumor resembled endometrial carcinoma and may have arisen from paramesonephric tissue in the prostate. Large amounts of immunoglobulins were found in the tumor tissue. The patient has survived for more than 5 years, although a slow growing urethral recurrence has been noted.",The Journal of urology,eng,1978,10.0
Solitary crossed renal ectopia and its associated congenital anomalies.,"Solitary crossed renal ectopia is one of the rarest congenital renal anomalies, with only 21 previously reported cases. It is often accompanied by multisystem congenital anomalies, mainly skeletal and genital in type. The twenty-second such case of this rare congenital anomaly is reported in association with a severe congenital scoliosis of the lumbosacral spine. The embryogenesis and the significance of its associated congenital anomalies are discussed.",The Journal of urology,eng,1978,8.0
Crossed fused renal ectopia presenting with blunt trauma.,A case is presented of crossed fused renal ectopia in a fifteen-year-old black male which was diagnosed because of blunt trauma. Workup and management are discussed and pertinent x-ray films shown. The literature is reviewed with respect to renal trauma associated with congenital anomalies of the kidney.,Urology,eng,1978,7.0
Crossed renal ectopia with familial occurrence.,A familial occurrence of crossed renal ectopia is presented. No genetic factor has been determined in this congenital anomaly so this familial occurrence is believed to be incidental.,Urology,eng,1978,7.0
Crossed renal ectopia with crossed single ectopic ureterocele.,No Abstract,The Journal of urology,eng,1978,6.0
Crossed renal ectopia and abdominal aortic aneurysm.,A case of crossed renal ectopia assoicated with abdominal aortic aneurysm is reported. This is believed to be the first known case of these entities occurring together. It is important for the urologist to be cognizant of the possibility of such an association so that appropriate surgical correction of the aneurysm may be carried out without undue delay. The importance of a preoperative intravenous pyelogram for all patients undergoing abdominal aortic aneurysm repair is stressed.,Urology,eng,1977,12.0
Contralateral renal herniation after nephrectomy: a cause of pseudo-crossed renal ectopia.,No Abstract,AJR. American journal of roentgenology,eng,1977,12.0
Struvite staghorn calculi in crossed fused ectopia.,Two patients with a struvite staghorn calculus in crossed fused renal ectopia are described. The susceptibility of these patients to urinary tract infection is discussed as is the anomalous extrarenal arterial vasculature to the ectopic and non-ectopic kidneys. Both patients were treated successfully with anatrophic nephrolithotomy and each has remained free of recurrent calculous disease to date.,The Journal of urology,eng,1977,9.0
A unique combination of congenital genitourinary anomalies in a child.,"A case of solitary crossed renal ectopia with concomitant, severe vesicoureteral reflux and a rudimentary ipsilateral ectopic ureter draining into the vas deferens is presented. In addition to these anomalies the patient had complete urethral duplication and right cryptorchidism, as well as right congenital dislocation of the hip. To our knowledge this is the first such case to be documented in the medical literature.",The Journal of urology,eng,1977,8.0
Wilms' tumor in crossed fused renal ectopia.,The occurrence of a nephroblastoma in a crossed ectopic kidney has been reported only one previous time. A second patient with these findings is the subject of this report.,Journal of pediatric surgery,eng,1977,8.0
"Crossed, fused renal ectopia with severe hydronephrosis: angiographic diagnosis.","The authors describe two children with crossed, fused renal ectopia in whom severely damaged hydronephrotic ectopic kidneys were not shown by intravenous urography. Aortography confirmed the diagnosis in both patients. Aortography is of great value if a diseased ectopic kidney must be resected; demonstration of the vascular supply to both kidneys enables the surgeon to preserve all of the normal renal tissue.",Journal of the Canadian Association of Radiologists,eng,1977,6.0
Crossed fused renal ectopia with renal dysplasia.,No Abstract,AJR. American journal of roentgenology,eng,1977,5.0
Asymptomatic sacral agenesis with crossed renal ectopia.,No Abstract,Helvetica paediatrica acta,eng,1976,10.0
